./client_with_asio/client_with_asio 2359 120.26.200.117 12333 500 2>/dev/null

10:52.23 72:1	71:1	71:1	83:1	82:1	74:1	86:1	96:1	75:1	74:1	max:96 avrg10:78
10:52.24 70:1	82:1	71:1	75:1	76:1	69:1	66:1	77:1	158:3	126:1	max:158 avrg10:87
10:52.24 122:1	80:1	70:1	75:1	69:1	74:2	74:2	80:2	74:1	72:1	max:122 avrg10:79
10:52.25 75:1	79:1	75:1	68:1	68:1	86:2	73:1	72:1	74:1	83:1	max:86 avrg10:75
10:52.25 76:1	74:1	72:1	72:1	77:1	73:1	70:1	75:1	78:1	77:2	max:78 avrg10:74
10:52.26 73:1	155:3	123:1	93:1	72:1	73:1	74:1	71:1	71:1	71:2	max:155 avrg10:87
10:52.26 70:2	69:1	78:1	68:1	75:1	68:1	68:1	79:1	71:1	71:1	max:79 avrg10:71 max100:210 avrg100:80 avrgall:90
10:52.27 79:2	78:1	82:2	66:1	73:1	70:1	75:1	75:1	71:1	70:1	max:82 avrg10:73 ext_packet_snd:240% ext_size_snd:141%
10:52.27 70:1	70:1	71:1	76:1	72:1	72:2	77:2	79:2	75:1	70:1	max:79 avrg10:73
10:52.28 75:1	70:1	74:1	75:1	70:1	70:1	75:2	70:1	94:2	73:1	max:94 avrg10:74
10:52.28 69:1	69:1	74:1	70:1	74:1	68:1	74:1	67:1	72:1	75:2	max:75 avrg10:71
10:52.29 77:2	71:1	74:1	72:1	74:1	73:1	71:1	73:1	71:2	70:1	max:77 avrg10:72
10:52.29 71:1	71:1	78:1	69:1	79:2	69:1	74:1	73:1	70:1	107:2	max:107 avrg10:76
10:52.30 78:1	81:2	84:1	75:1	73:1	72:1	74:1	71:1	75:1	68:1	max:84 avrg10:75
10:52.30 73:1	75:1	73:2	73:2	78:1	69:1	73:1	93:2	67:1	70:1	max:93 avrg10:74
10:52.31 71:1	70:1	69:1	71:1	69:1	74:1	73:2	69:1	67:1	74:2	max:74 avrg10:70
10:52.31 72:2	68:1	72:1	71:2	72:1	77:1	76:2	71:1	72:1	72:1	max:77 avrg10:72 max100:107 avrg100:73 avrgall:90
10:52.32 71:1	73:1	76:1	76:1	77:1	66:1	71:1	71:1	70:1	71:1	max:77 avrg10:72 ext_packet_snd:240% ext_size_snd:141%
10:52.32 70:2	69:1	70:1	69:1	73:1	73:2	73:2	73:2	73:1	68:2	max:73 avrg10:71
10:52.33 72:2	72:2	66:1	81:2	71:1	79:1	67:1	73:1	73:1	73:1	max:81 avrg10:72 9.9KB/s(in)
10:52.33 68:1	74:2	74:1	103:2	72:1	71:1	77:1	71:1	75:1	70:1	max:103 avrg10:75
10:52.34 70:1	78:1	74:1	149:3	123:1	88:1	74:1	78:2	73:1	74:1	max:149 avrg10:88
10:52.34 68:1	85:2	68:1	73:1	98:2	72:1	72:1	71:1	73:1	71:1	max:98 avrg10:75
10:52.35 71:1	70:1	69:1	74:1	76:2	78:2	72:1	147:3	118:1	93:1	max:147 avrg10:86
10:52.36 77:2	73:2	74:1	74:1	88:2	74:1	90:1	67:1	67:1	71:1	max:90 avrg10:75
10:52.36 72:1	71:1	70:1	70:1	70:1	70:1	70:1	76:2	70:1	75:1	max:76 avrg10:71
10:52.37 76:2	75:1	79:2	74:2	76:1	68:1	79:1	78:1	69:1	77:1	max:79 avrg10:75 max100:149 avrg100:76 avrgall:89
10:52.37 74:1	74:1	73:1	68:1	73:1	72:1	73:1	74:1	67:1	73:2	max:74 avrg10:72 ext_packet_snd:240% ext_size_snd:141%
10:52.38 72:2	72:2	72:1	68:1	74:1	74:2	74:1	75:1	68:1	73:1	max:75 avrg10:72
10:52.38 74:2	73:1	72:1	72:1	73:1	86:2	72:1	77:1	73:1	72:1	max:86 avrg10:74
10:52.39 71:1	71:1	71:1	75:1	143:3	125:1	90:2	85:2	69:1	70:1	max:143 avrg10:87
10:52.39 77:1	493:5	443:4	396:3	345:4	296:3	245:3	200:2	148:2	102:2	max:493 avrg10:274
10:52.40 214:3	172:1	152:1	122:1	82:1	70:1	191:3	170:1	161:1	120:1	max:214 avrg10:145
10:52.40 95:1	75:1	84:1	91:1	72:1	195:3	195:3	149:1	112:1	72:1	max:195 avrg10:114
10:52.41 74:1	70:1	72:1	72:1	109:2	76:2	77:2	70:1	70:1	70:1	max:109 avrg10:76
10:52.41 88:2	69:1	75:1	73:1	81:1	73:1	67:1	73:1	73:1	68:1	max:88 avrg10:74
10:52.42 77:2	98:2	72:1	72:1	67:1	71:1	75:1	71:1	76:1	70:1	max:98 avrg10:74 max100:493 avrg100:106 avrgall:90
10:52.42 77:2	146:3	120:1	91:1	68:1	73:2	70:2	84:2	72:1	105:2	max:146 avrg10:90 ext_packet_snd:240% ext_size_snd:142%
10:52.43 74:1	179:3	166:1	195:3	172:1	151:1	121:1	77:1	74:1	81:1	max:195 avrg10:129
10:52.43 74:1	73:1	74:1	74:1	69:1	73:1	100:2	94:2	87:1	93:1	max:100 avrg10:81 9.8KB/s(in)
10:52.44 83:1	90:1	80:1	78:1	166:2	115:2	111:2	95:1	77:0	77:1	max:166 avrg10:97
10:52.44 72:1	76:1	78:1	76:1	75:1	71:1	79:1	80:1	69:1	70:1	max:80 avrg10:74
10:52.45 73:1	68:1	75:1	86:2	86:2	77:1	99:2	72:1	79:1	71:1	max:99 avrg10:78
10:52.45 87:1	71:1	80:1	70:1	76:1	69:1	73:1	73:1	73:1	73:1	max:87 avrg10:74
10:52.46 73:1	77:1	71:1	83:2	79:2	73:1	73:1	93:2	75:1	76:1	max:93 avrg10:77
10:52.46 71:1	67:1	77:1	89:1	70:1	70:1	69:1	75:1	69:1	146:3	max:146 avrg10:80
10:52.47 124:1	89:1	74:1	68:1	72:2	138:3	128:1	87:2	72:1	71:1	max:138 avrg10:92 max100:195 avrg100:87 avrgall:90
10:52.47 76:1	66:1	78:1	79:2	154:3	109:1	68:1	73:1	72:1	75:1	max:154 avrg10:85 ext_packet_snd:240% ext_size_snd:141%
10:52.48 77:1	72:1	79:1	147:3	118:1	75:1	79:2	68:1	68:1	67:1	max:147 avrg10:85
10:52.48 81:2	154:3	112:1	74:1	72:1	72:1	73:1	73:1	67:1	75:2	max:154 avrg10:85
10:52.49 71:2	76:1	71:1	70:1	68:1	75:1	75:2	71:1	74:1	75:1	max:76 avrg10:72
10:52.49 168:3	119:2	114:1	68:1	68:1	68:1	78:1	77:1	83:1	70:1	max:168 avrg10:91
10:52.50 71:1	71:1	66:1	73:1	78:1	143:3	123:1	93:1	72:1	77:2	max:143 avrg10:86
10:52.50 72:1	106:2	88:2	72:1	73:1	72:1	70:1	71:1	75:1	94:2	max:106 avrg10:79
10:52.51 145:2	170:2	176:3	140:0	132:0	105:1	73:1	74:1	86:2	74:1	max:176 avrg10:117
10:52.51 489:4	438:4	388:4	337:3	286:3	244:3	193:1	144:2	94:1	71:1	max:489 avrg10:268
10:52.52 70:1	76:1	75:1	72:1	68:1	73:1	75:1	77:1	72:1	75:1	max:77 avrg10:73 max100:489 avrg100:104 avrgall:90
10:52.52 72:1	72:1	193:3	171:1	141:1	112:1	173:3	127:1	96:1	78:1	max:193 avrg10:123 ext_packet_snd:240% ext_size_snd:142%
10:52.53 75:2	70:1	75:1	71:1	70:1	70:1	137:3	125:1	96:2	78:2	max:137 avrg10:86
10:52.53 71:1	69:1	70:1	68:1	74:1	73:1	74:1	73:1	76:2	73:2	max:76 avrg10:72 9.8KB/s(in)
10:52.54 78:1	73:1	82:2	66:1	73:1	67:1	73:1	73:1	67:1	72:1	max:82 avrg10:72
10:52.54 81:2	71:1	75:1	76:2	76:1	70:1	69:1	70:1	75:1	70:1	max:81 avrg10:73
10:52.55 69:1	70:2	69:2	70:2	78:2	76:1	75:1	74:1	94:2	95:2	max:95 avrg10:77
10:52.55 118:2	113:1	192:3	176:1	146:1	105:1	69:1	69:1	69:1	74:1	max:192 avrg10:113
10:52.56 74:1	69:1	74:1	70:1	72:1	72:1	80:2	73:1	83:2	105:2	max:105 avrg10:77
10:52.56 75:1	73:1	74:1	67:1	67:1	72:1	71:1	73:1	72:1	77:1	max:77 avrg10:72
10:52.57 70:1	75:2	79:2	78:2	75:1	75:1	70:1	68:1	71:1	72:2	max:79 avrg10:73 max100:193 avrg100:84 avrgall:90
10:52.57 74:1	73:1	74:1	71:1	75:2	73:1	91:2	140:3	125:1	112:1	max:140 avrg10:90 ext_packet_snd:240% ext_size_snd:142%
10:52.58 73:1	78:1	69:1	69:1	142:3	103:2	75:1	161:3	110:2	93:2	max:161 avrg10:97
10:52.58 139:1	135:2	144:1	190:3	164:1	126:1	99:1	78:1	73:1	84:1	max:190 avrg10:123
10:52.59 72:1	72:1	70:1	70:1	74:1	69:1	69:1	74:1	74:1	164:3	max:164 avrg10:80
10:52.59 121:1	96:1	80:1	67:1	73:1	72:1	76:1	75:2	76:1	70:1	max:121 avrg10:80
10:53.0 76:2	88:2	96:2	80:1	79:1	80:1	80:1	74:1	73:1	83:1	max:96 avrg10:80
10:53.0 69:1	67:1	77:1	71:1	107:2	84:2	75:1	72:1	69:1	87:1	max:107 avrg10:77
10:53.1 69:1	74:1	75:1	107:2	98:2	102:2	67:1	74:1	67:1	106:1	max:107 avrg10:83
10:53.1 72:1	75:1	82:1	77:1	72:1	85:1	72:1	78:1	71:1	80:1	max:85 avrg10:76
10:53.2 70:1	70:1	76:1	70:1	75:1	90:2	71:1	71:1	68:1	85:2	max:90 avrg10:74 max100:190 avrg100:86 avrgall:90
10:53.2 74:1	70:1	72:1	68:1	88:2	77:1	68:1	72:1	75:1	73:1	max:88 avrg10:73 ext_packet_snd:240% ext_size_snd:142%
10:53.3 82:1	79:1	75:1	72:1	76:1	71:1	69:1	70:1	74:1	74:1	max:82 avrg10:74
10:53.3 68:1	67:1	102:2	97:2	72:1	71:1	77:1	71:1	75:1	75:1	max:102 avrg10:77 9.8KB/s(in)
10:53.4 70:1	75:1	69:1	69:1	69:1	74:2	79:2	68:1	68:1	72:1	max:79 avrg10:71
10:53.4 75:2	152:3	112:1	72:1	72:1	77:2	76:1	74:1	76:1	75:1	max:152 avrg10:86
10:53.5 71:1	71:1	90:2	152:3	111:1	71:1	72:1	71:1	72:1	71:1	max:152 avrg10:85
10:53.5 69:1	69:1	74:2	68:2	83:2	73:1	72:1	80:2	77:1	88:1	max:88 avrg10:75
10:53.6 105:2	168:3	122:1	91:1	82:1	72:1	87:1	110:2	85:1	75:1	max:168 avrg10:99
10:53.6 76:1	70:1	75:1	75:1	70:1	85:1	100:2	75:1	69:1	70:1	max:100 avrg10:76
10:53.7 80:1	68:1	69:1	68:1	67:1	72:1	82:2	77:1	74:1	72:1	max:82 avrg10:72 max100:168 avrg100:79 avrgall:89
10:53.7 143:3	124:1	88:1	73:2	73:2	74:1	77:1	78:1	67:1	72:1	max:143 avrg10:86 ext_packet_snd:240% ext_size_snd:141%
10:53.8 73:1	104:2	79:1	78:1	72:1	95:1	307:5	353:6	318:3	277:1	max:353 avrg10:175
10:53.9 277:1	239:1	196:1	197:1	167:1	146:3	124:2	84:1	149:3	130:1	max:277 avrg10:170
10:53.9 100:1	72:1	158:3	125:2	114:1	163:3	121:1	100:1	85:1	84:2	max:163 avrg10:112
10:53.9 165:2	272:5	234:1	198:1	173:1	143:1	116:1	71:1	72:1	200:3	max:272 avrg10:164
10:53.10 226:5	224:2	179:1	149:0	131:2	97:1	73:1	300:6	278:1	255:1	max:300 avrg10:191
10:53.11 205:1	173:2	148:2	103:1	72:1	80:2	70:1	162:3	130:1	83:1	max:205 avrg10:122
10:53.11 79:1	195:4	173:1	146:1	126:1	75:2	88:2	250:4	223:2	226:1	max:250 avrg10:158
10:53.12 181:1	143:1	125:1	93:1	193:2	142:1	92:1	86:1	108:2
